,Unnamed: 0,Node ID,MESSAGE,merge,Dismay,Excite
1953,67,1.1038532680301444e+18,I gotta stop lying to myself,Explain,0,0
1954,68,1.1048978732699238e+18,“There’s a Lady on the Poster and This Makes Me Grumpy”-gate. #lol,"Excite, Neutralize",0,1
1955,69,1.1038463923620904e+18,"how convenient you're suddenly interested in seeing captain marvel when you trashed it and continue to trash it all the time. yikes. stop being a fake bitch every once in a while, yeah???","Dismay, Neutralize",1,0
1956,70,1.1038542443802296e+18,RT @Kirbith: Just got done watching Captain Marvel! I really enjoyed it. Goose was my favorite character for sure. It is hard to go wrong with a cute cat as a main character. It was also great to see so much of Nick Fury. I can't wait to see Avengers: Endgame. #CaptainMarvel,"Explain, Excite, Back",0,1
1957,71,1.1043911975341548e+18,"RT @TabathaSouthey: If you are compelled to  #BoycottCaptainMarvel, I've got your very sensitive back. The Totally Not Made Up Highlights of Captain Marvel: A Movie I Have Definitely 100% No-Take-Backsies Seen. My column this week for @macleans: https://t.co/Lc4sj12MyT https://t.co/YrXcOYTm0a","Explain, Enhance, Dismay",1,0
1958,72,1.103856153799213e+18,RT @jeremyboss007: Brie Larson: *makes joking jab about stereotypical white men and the patriarchy*  Insecure white men: OH MY GOD SHE'S SUCH A BITCH! SOMEHOW THIS MEANS CAPTAIN MARVEL WILL BE POLITICAL! LET'S BOYCOTT THE MOVIE AND MAKE FAKE NEGATIVE REVIEWS ABOUT IT!,"Dismay, Back, Neutralize",1,0
1959,73,1.1043834694450996e+18,Several points were made!,Explain,0,0
1960,74,1.104379075555152e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who feel compelled to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie: https://t.co/Lc4sj12MyT https://t.co/6udwCILJzv","Engage, Explain, Dismay, Neutralize",1,0
1961,75,1.1038651830160096e+18,Captain Marvel was fun.  the music choices were corny and they need to stop doing fake DBZ energy duels tho.,"Excite, Neutralize",0,1
1962,76,1.1038627610191748e+18,"Captain Marvel star Brie Larson thinks her character could beat Superman in a fight. I mean, how dumb can you be Brie? Saying stupid things. Don't bullshit me, Danvers! It is going over your head now, beware before it's too late! #BrieLarson #CapitanaMarvel #CaptainMarvel","Dismay, Neutralize",1,0
1963,77,1.1038219353377504e+18,"RT @TheRubbaRazza: Using Stan Lee's Twitter account as an advertising platform after he died is pretty scummy on Marvel's part, not gonna l…","Dismay, Neutralize",1,0
1964,78,1.1038029614766652e+18,Women supporting women  love seeing this kind of content as opposed to the usual Marvel vs DC bullshit,Excite,0,1
1965,79,1.1032607559384146e+18,@brielarson your racist comments have officially ruined Captain Marvel for me.  Refuse to support a disgusting hypocrite. I’m ashamed to be the same race as you. #BoycottCaptainMarvel,"Dismay, Neutralize, Nuke",1,0
1966,80,1.1048777699876824e+18,RT @AutoShermatic: That feeling when you drop a $155 million opening weekend on that #BoycottCaptainMarvel bullshit. Don't get dizzy with all that spin this week while you're trying to rescue your narrative. Y'all got shitted on.  #CaptainMarvel https://t.co/JWjemjm6eA,"Dismay, Neutralize",1,0
1967,81,1.103865311126872e+18,The fam and I are just trying to see Captain Marvel and as it starts it plays the wrong movie and now we are just here like waiting like https://t.co/rnI7jJjFra,Dismay,1,0
1968,82,1.1037972894397112e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back",0,1
1969,83,1.103972467943637e+18,"Can’t hide the @RottenTomatoes Audience Score forever, you shilly jackasses. It’s already down to a 37%. #BOYCOTTCaptainMarvel #BoycottRottenTomatoes","Explain, Dismay, Nuke",1,0
1970,84,1.1041054656826408e+18,"If you are compelled to  #BoycottCaptainMarvel, I've got your very sensitive back. The Totally Not Made Up Highlights of Captain Marvel: A Movie I Have Definitely 100% No-Take-Backsies Seen. My column this week for @macleans: https://t.co/Lc4sj12MyT https://t.co/YrXcOYTm0a","Explain, Enhance, Dismay",1,0
1971,85,1.1038811757208124e+18,Dick heads like this are why there are no good movies these days.,Neutralize,0,0
1972,86,1.1038257698667889e+18,there is like a solid 75% chance i put my contacts in the wrong eye and i'm seeing captain marvel in an hour so we'll see how this goes,—,0,0
1973,87,1.103852199510229e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY","Dismay, Neutralize",1,0
1974,88,1.10449988321672e+18,WTF! CREEPY CAPTAIN MARVEL BOTS SPAM ROTTEN TOMATOES WITH IDENTICAL FAKE POSITIVE REVIEWS!   #FakeReviews #ReviewBots #CaptainMarvel #DamageControl #CaptainMarvelReview #NPCs #Shills #RottenTomatoes #RottenShills #Marvel #MCU #Biased #BoycottCaptainMarvel  https://t.co/wrqlBdBnj4,"Distort, Dismay, Neglect",1,0
1975,89,1.1042214864019456e+18,RT @Tubhero: This is sick. Using a dead man's account 2 promote your bullshit movie @MarvelStudios  This is such a clear abuse of power. Bu…,"Dismay, Neutralize",1,0
1976,90,1.1038679109618812e+18,I ain’t gone lie. Captain Marvel starts off slow....and you gone be confused as shit for about the first 20 minutes,Dismay,1,0
1977,91,1.106091052551807e+18,"Dayum. Boden is a bit of an idiot. This is what happens when you hire directors for an agenda, instead of for their expertise in the products they’re hired to create. This is idiocy, not to mention metrics of socialism, not Capitalism. #BoycottCaptainMarvel","Distort, Dismay, Neutralize, Nuke",1,0
1978,92,1.1043832361410191e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who feel compelled to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie: https://t.co/Lc4sj12MyT https://t.co/6udwCILJzv","Engage, Explain, Dismay, Neutralize",1,0
1979,93,1.1038520670750924e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY","Dismay, Neutralize",1,0
1980,94,1.1038497219430932e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back",0,1
1981,95,1.1040217377071064e+18,RT @4everbuffy: I'm glad the audience is not lying like some of the critics are.  As a woman I hate to see false feminist movies like this and hypocrites like Brie Larson. #BoycottCaptainMarvel  #AlitaChallenge https://t.co/BBDMOd24Um,"Distort, Distract, Neutralize, Nuke",0,0
1982,96,1.1051758147091496e+18,"RT @TabathaSouthey: I wrote a column for all the anti-social justice warriors who were tough enough to #BoycottCaptainMarvel, Marvel's first lady-led superhero movie, this weekend. Incels, not in-sellouts, amiright, guys?   https://t.co/Lc4sj12MyT https://t.co/eQN2LHiHiZ","Engage, Explain, Dismay, Neutralize",1,0
1983,97,1.1038587484627558e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY","Dismay, Neutralize",1,0
1984,98,1.1047336257723964e+18,@MgtowRadical @captainmarvel That’s the basis of the entire #boycottCaptainMarvel movement.  Claiming a call for inclusion is racist and sexist.,"Explain, Neutralize",0,0
1985,99,1.1038719749529928e+18,"@MLukeBrown Everything after Infinity War now feels like fluff till we get back to more Infinity War. Don’t get me wrong. I like these other things and I’ll probs dig Captain Marvel, but that’s still kind of an overarching problem with where we are in the continuity to me.","Explain, Dismiss",0,0
1986,0,1.2902310186376602e+18,@MaziNnamdiKanu @SecPompeo @StateDept @USIP @silentslaughter @UKinNigeria @EUinNigeria @CFR_org @UN_Nigeria @10DowningStreet @JohnCampbellcfr https://t.co/NX9QTCoa3S @netanyahu @PMOIndia @JapanGov @CanadianPM @BrazilGovNews @BorisJohnson_MP @MFA_Austria @KremlinRussia_E @SpainMFA @EmmanuelMacron @EU_Commission @FinGovernment @jihadwatchRS @SwedishPM @govsingapore @ScottMorrisonMP @UKParliament @PressSec @WhiteHouse,Build,0,0
1987,1,1.29032677889715e+18,"Laurent Parcelier (Chamalieres, France 1962) Sun on the veranda https://t.co/TpIvN7VWEJ",—,0,0
1988,2,1.2903062258007982e+18,"RT @QuranAndHadithh: Prophet Muhammad (ﷺ) said:   Associate only with a believer, and let only a God-fearing man eat your meals.  Grade: Hasan (Al-Albani) Reference : Sunan Abi Dawud 4832",Explain,0,0
1989,3,1.2903475058850898e+18,"@ThibausanLt @ukumcuoglu @RUSI_org And despite that we managed to conduct countless Ops in Syria,Northern Iraq and Africa would France be able to do the same if she suffered the same? There is already a huge problem with recruitment in most European armies their people view enlisting a thing dumb people do...","Distort, Nuke",0,0
1990,4,1.290341177699385e+18,RT @Reuters: Paris pulls out the stops to restore Notre-Dame's grand organ https://t.co/G5nvamUgHH https://t.co/8sC7JlVuto,—,0,0
1991,5,1.290331277137191e+18,"RT @CraigCons: Prophet Muhammad was known as Al-Amin, or “The Trustworthy.”  He earned this name based on his reputation as a successful merchant.  Muhammad said: “Speak the truth, keep your promises, fulfill your trusts.”  Empowering words. Truthfulness is the foundation of all human virtues.",Explain,0,0
1992,6,1.290336312449536e+18,RT @mfr_990: Let's see the real face of so called Islamic country where arrogant of Prophet Muhammad (SAW) is killed the Ghazi is arrested.... So shame...  #غازی_فیصل_کورہا_کرو https://t.co/6neRe43Pc4,"Dismay, Neutralize",1,0
1993,7,1.2902783659124165e+18,"RT @AFP: #UPDATE The postponement would avoid a clash with the Tokyo Olympics and the European football championship, for which Copenhagen is one of the host cities, according to a statement from the Danish organisers https://t.co/xt1EFTAJgg https://t.co/i8xQzjGctO",Explain,0,0
1994,8,1.290313548447404e+18,"@mh_qaisrani @StateDeputySPOX We kill them all who trying to change our faith and trying to talk rubish about our Prophet Muhammad (PBUH). The last Prophet of Islam is only Respected, Hazrat Muhammad (SAW). Anyone can argue we will kill.","Explain, Back",0,0
1995,9,1.2903547543218831e+18,"RT @omarsuleiman504: The Prophet Muhammad (peace be upon him) said that a smile in the face of your brother is charity.  He also said that what you spend on your family is the most rewardable form of charity.  How rewarding then is a smile in the face of a parent, spouse, sibling, or child?","Enhance, Back",0,0
1996,10,1.290278557449511e+18,RT @islamicfreedom: Prophet Muhammad ﷺ said: There is no disease that Allah has created,Enhance,0,0
1997,11,1.2903589793322066e+18,"RT @OsmanZtheGooner: France Football have made a change on their article, they now reporting that Willian offer for Willian is 3 years but he wants 3 years with an option for a 4th.",—,0,0
1998,12,1.290342495029584e+18,"RT @omarsuleiman504: The Prophet Muhammad (peace be upon him) said that a smile in the face of your brother is charity.  He also said that what you spend on your family is the most rewardable form of charity.  How rewarding then is a smile in the face of a parent, spouse, sibling, or child?","Enhance, Back",0,0
1999,13,1.290318675275321e+18,"It's 20 years since he joined @FulhamFC, so we thought we'd catch up with the former France striker @louissaha to discuss winning promotion and to assess their chances in the #SkyBetChampionship Play-Off Final!  #EFL | #OfficialEFLPodcast | #EFLPlayOffs https://t.co/QF11Wji0Yb",—,0,0
2000,14,1.290310417453953e+18,"RT @DeadlineDayLive: BREAKING: Arsenal are now in pole position to sign Chelsea winger Willian after offering the Brazilian the best salary on the table and a contract that lasts for 3 seasons, with an option of a further year.  (Source: France Football) https://t.co/4f3JVozNVO",—,0,0
2001,15,1.2903329449225503e+18,#BuhariEar The mask wearing pig in Aso Rock claiming to be the dead @MBuhari. #RejectNigeria #EndNigeriaNow @Amaka_Ekwo @MaziNnamdiKanu @EmmanuelMacron @StateDept @JapanGov @FinGovernment @KremlinRussia_E @realDonaldTrump @Europarl_EN @antonioguterres @BorisJohnson @AdeolaFayehun https://t.co/ywBNAzpYkL,Build,0,0
2002,16,1.2903060020137e+18,“Sadaqah wipes out sins like water extinguishes fire.” Prophet Muhammad (S.A.W)  #quoteoftheday,Enhance,0,0
2003,17,1.2903437786797548e+18,RT @mfr_990: Let's see the real face of so called Islamic country where arrogant of Prophet Muhammad (SAW) is killed the Ghazi is arrested.... So shame...  #غازی_فیصل_کورہا_کرو https://t.co/6neRe43Pc4,"Dismay, Neutralize",1,0
2004,18,1.290291166601048e+18,RT @AFP: #UPDATE The virus has not gone on holiday and neither have we,Enhance,0,0
2005,19,1.2887536614102385e+18,@Samsunspor celebrates the 55th anniversary of the Club launching an iconic jersey specially designed by Macron. #WorkHardPlayHarder https://t.co/5ZsUZZaOk2,—,0,0
2006,20,1.290382511789441e+18,"RT @Reuters: France is bracing for another blistering heatwave this week, but in the salt flats that make the country's famous Guerande salt, more sun means more business https://t.co/Uw2ktA36Il",—,0,0
2007,21,1.2903167590363054e+18,"RT @CraigCons: When I say Prophet Muhammad stood for humanity, I mean he *literally* stood for humanity.  The story of the Jewish funeral procession reminds us that every human life is indeed sacred.  Order your copy of “The Humanity of Muhammad: A Christian View” here: https://t.co/GDitcBuQNt https://t.co/sGun9BMmQZ",Enhance,0,0
2008,22,1.2903769781226496e+18,"okay not me possibly going to france next winter and seeing harry,.... oi",—,0,0
2009,23,1.2902896674603254e+18,"RT @SpokespersonCHN: What the #US is doing with #TikTok reminds one of France's #Alstom in The American Trap and Japan's #TOSHIBA in the 1980s. For the US, national security is  just another name for hegemony. https://t.co/LuUkO0lrg2","Distort, Neutralize",0,0
2010,24,1.29029580171384e+18,"RT @SalihHudayar: Member states of the @UN, especially @USUN, @UKUN_NewYork &amp; #France must recognize #China's brutal atrocities against #Uyghurs &amp; other Turkic peoples in #EastTurkistan as a #GENOCIDE. The #UN Security Council must ACT to put an end to the #UyghurGenocide. https://t.co/HHH2vPjh91","Dismay, Neutralize",1,0
2011,25,1.2903530154053263e+18,Holy Prophet Hazrat Muhammad S.A.W says : I am the Last prophet of ALLAH #غازی_فیصل_کورہا_کرو https://t.co/GBBScTNprr,Enhance,0,0
2012,26,1.290336494037676e+18,Coronavirus: France makes masks mandatory in some outdoor public spaces https://t.co/d1K8f0EwHe,—,0,0
2013,27,1.290296415080444e+18,"RT @bynky_: @surpriseboxMY thank you! ♥️  hi, anyone yang tengah cari authentic product from Cerave/The Ordinary can dm me or check out my ig ✨ https://t.co/OQMGcu4rfU    authentic Cerave from France , The Ordinary from Canada  and South Korea   preorder (ETA 1-2 weeks) https://t.co/MXS2XpOvPp",—,0,0
2014,28,1.290317374953001e+18,"Italy prepared to open a new bridge on a stretch of highway connecting the port city of Genoa to France, almost two years to the day after its predecessor collapsed https://t.co/echMyjrv8S",—,0,0
2015,29,1.2903678113999462e+18,RT @Abdullah7481439: When someone insult our religion and prophet Muhammad (saw) Allah will send a hero for him...salute to all our hero's... Hazrat Muhammad (saw) is the last prophet of Allah... #غازی_فیصل_کورہا_کرو https://t.co/bFMiViZjZD,Back,0,0
2016,30,1.2902957639692984e+18,"RT @HeyImaginary: Paris, france https://t.co/orB8vJXdIz",—,0,0
2017,31,1.2902757802875576e+18,RT @BenjamnVelsque8: Why reunite couples is more dangerous than go in one party like this?  @senateurJGM @CBeaune @HConwayMouret @Interieur_Gouv @JBLemoyne @EmmanuelMacron   I know France  will be the next country opening the border for non national couples #loveisnotourism  #DoItLikeFrance https://t.co/UJJN6eqNis,"Back, Build",0,0
2018,32,1.2902820476724838e+18,Tour de France start from Copenhagen delayed from 2021 to 2022 https://t.co/sWGxGWzHGw,—,0,0
2019,33,1.2902789336030904e+18,"Black Coffee @ Salle Wagram in Paris, France for Cercle https://t.co/ZupncD9aQs via @YouTube",—,0,0
2020,34,1.2903168907835187e+18,@france_lajo butt this is reversed skxkd :&lt;,—,0,0
2021,35,1.290212682461639e+18, 3 Years Ago Today:  ✍️ @NeymarJR joined @PSG_Inside for €222 million.   82 Games ⚽️ 70 Goals  39 Assists   Ligue 1  Coupe de France  Coupe de la Ligue  Trophée des Champions   109 goal contributions in 82 games.  ✅ The most expensive player ever. https://t.co/2mzB8mFHDA,Enhance,0,0
2022,36,1.2903751192029102e+18,"@prasannamahaja5 Quran: Indeed we belong to ALLAH, and indeed to him we will return.  ALLAH send Prophets in Different times to guided our forefather. The Last Prophet Muhammad SAW told us, After me you have Sahaba, He will show you the right path (Through True Teaching of Islam), then Scholars.","Explain, Back",0,0
2023,37,1.2904099801437676e+18,RT @iamsaimhussain: When someone insult our religion and prophet Muhammad (saw) Allah will send a hero for him...salute to all our hero's... Hazrat Muhammad (saw) is the last prophet of Allah... #غازی_فیصل_کورہا_کرو https://t.co/VjHUb7hX2d,Back,0,0
2024,38,1.2903764493548954e+18,"RT @DeadlineDayLive: BREAKING: Arsenal are now in pole position to sign Chelsea winger Willian after offering the Brazilian the best salary on the table and a contract that lasts for 3 seasons, with an option of a further year.  (Source: France Football) https://t.co/4f3JVozNVO",—,0,0
2025,39,1.2903774143887688e+18,"RT @theworldindex: Number of nuclear reactors under construction:  China: 12 India: 7 Russia: 4 S Korea: 4 UAE: 4 Bangladesh: 2 Belarus: 2 Japan: 2 Slovakia: 2 PAK: 2 Turkey: 2 UK: 2 US: 2 Argentina: 1 Finland: 1 France: 1 Iran: 1  (World Nuclear Association, 2020)",Enhance,0,0
2026,40,1.2903866567811277e+18,RT @islamicfreedom: Prophet Muhammad ﷺ said: There is no disease that Allah has created,Back,0,0
2027,41,1.2903247990470984e+18,"RT @DeadlineDayLive: BREAKING: Arsenal are now in pole position to sign Chelsea winger Willian after offering the Brazilian the best salary on the table and a contract that lasts for 3 seasons, with an option of a further year.  (Source: France Football) https://t.co/4f3JVozNVO",—,0,0
2028,42,1.2903126314048553e+18,"As citizen of Pakistan,  I testify that there is No GOD but ALLAH &amp; Prophet MUHAMMAD ﷺ is the Last Messenger of ALLAH. ❤️",Back,0,0
2029,43,1.2902500583198188e+18,An Air France A350 in Paris. https://t.co/qr063F2W1J © guillaume fevrier https://t.co/S2GxAMuYL5,—,0,0
2030,44,1.2902625711827313e+18,"RT @CraigCons: Prophet Muhammad was known as Al-Amin, or “The Trustworthy.”  He earned this name based on his reputation as a successful merchant.  Muhammad said: “Speak the truth, keep your promises, fulfill your trusts.”  Empowering words. Truthfulness is the foundation of all human virtues.","Explain, Back",0,0
2031,45,1.290286491390759e+18,RT @FaslMuhabbet: @EmmanuelMacron #RecepTayipErdoğan  https://t.co/pmYwAqUkM5,—,0,0
2032,46,1.2903380070907535e+18,"@TheAn1meMan Bruh, of it's a lewd imouto isekai that dishonored Islam as religion and disregard the teaching of Prophet Muhammad, there's gonna be a bloodshed. (JK) I'm curious about it thou, please rview it when you finishd. If it's turnout to be decnt hstorical like Vinland, I wnna read it.",—,0,0
2033,47,1.2903152370072658e+18,"Please  France, give  Germany and  Spain another example how to safely let binational couples and families reunite. #LoveIsNotTourism https://t.co/Madsrvx2uY",Back,0,0
2034,48,1.290299681495384e+18,"“Recite Salawat loudly, as it removes hypocrisy from the heart.”   -Prophet Muhammad (ﷺ)   [Biharul Anwar, Vol: 94, pg: 59, tradition 41]   {اللهم صلي على محمد وال محمد} ",—,0,0
2035,49,1.290321036307624e+18,@Dcuajunco I should have just let France take me when I had the chance   ,—,0,0
2036,50,1.2902414478750638e+18,"LIBYA - Warlord Khalifa Haftar who gets support from France, UAE, Egypt and Russia is not secular.   Here he addressed Madkhali Salafists and asks them to show no mercy, when attacking the UN-backed government troops (GNA). https://t.co/qY9ftdF8XB",—,0,0
2037,51,1.2903237135067382e+18,"RT @DeadlineDayLive: BREAKING: Arsenal are now in pole position to sign Chelsea winger Willian after offering the Brazilian the best salary on the table and a contract that lasts for 3 seasons, with an option of a further year.  (Source: France Football) https://t.co/4f3JVozNVO",—,0,0
2038,52,1.2903142064078807e+18,RT @islamicfreedom: Prophet Muhammad ﷺ said: There is no disease that Allah has created,—,0,0
2039,53,1.290361947200856e+18,"RT @omarsuleiman504: The Prophet Muhammad (peace be upon him) said that a smile in the face of your brother is charity.  He also said that what you spend on your family is the most rewardable form of charity.  How rewarding then is a smile in the face of a parent, spouse, sibling, or child?",Explain,0,0
2040,54,1.2902610988270674e+18,"Covid rates in France have been rising, and everyone is duly wearing masks. Just watched a couple of French women great each other in a crowd by carefully pulling down their masks to plant double kisses on each other’s cheeks...",Dismay,1,0
2041,55,1.2903065541602304e+18,This time prang mas concerned pa si France kay Patricia  #HiddenLoveFightBack,—,0,0
2042,56,1.2902563879397663e+18,#BREAKING Start of Tour de France from Copenhagen delayed from 2021 to 2022 due to virus: mayor https://t.co/DZkyrFnA74,—,0,0
2043,57,1.2901131081999196e+18,"Good morning my ⁦@Twitter⁩ family. This is a beautiful message by ⁦@JoeBiden⁩, I hope together we are able to promote #peace.  #coexistence #harmony #Xenophobia #MakeThisWorldABetterPlace https://t.co/virPRNye3C",Build,0,0
2044,58,1.290290029772673e+18,"RT @CraigCons: When I say Prophet Muhammad stood for humanity, I mean he *literally* stood for humanity.  The story of the Jewish funeral procession reminds us that every human life is indeed sacred.  Order your copy of “The Humanity of Muhammad: A Christian View” here: https://t.co/GDitcBuQNt https://t.co/sGun9BMmQZ",Enhance,0,0
2045,59,1.2902623419808358e+18,RT @arsenalrising: Arsenal: Where they came from series  (A THREAD) Meet Pierre Emerick Aubameyang. A football journeyman that has established himself as one of Europe’s most elite forwards. His story from growing up in France to becoming Arsenal’s top scorer and captain. https://t.co/LVJc43CnMV,"Enhance, Back",0,0
2046,60,1.2903911151625585e+18,@muftimenk Masya-Allah... This is the beautiful of Islam. Islam is a perfect religion and prophet Muhammad S.A.W is our guidance to jannah. Insya-Allah.,Back,0,0
2047,61,1.290240194377945e+18,Present condition of ENDIANS after knowing the condition of 5 Rafael aircrafts purchased from France. https://t.co/omh4AzxtY7,—,0,0
2048,62,1.290314615344124e+18,"@BMISprecher @BMI_Bund   France  seems to be the next country overshadowing your leadership role in the @EUCouncil presidency @EU2020DE   Liberté, égalité, fraternité❣️  #LoveIsNotTourism #LoveIsEssential   still hiding behind Berlin wall‼️  @HeikoMaas @YlvaJohansson @EUinDE https://t.co/dvzO7dkIkF","Build, Neutralize",0,0
2049,63,1.290397606171091e+18,RT @mfr_990: Let's see the real face of so called Islamic country where arrogant of Prophet Muhammad (SAW) is killed the Ghazi is arrested.... So shame...  #غازی_فیصل_کورہا_کرو https://t.co/6neRe43Pc4,"Dismay, Neutralize",1,0
2050,64,1.290337626122199e+18,"RT @SabeehaAhmad: “Kindness is a mark of faith, and whoever is not kind has no faith” Prophet Muhammad (peace be upon him)",Enhance,0,0
2051,65,1.290247985628975e+18,THE LAST MERCENARY: Jean-Claude Van Damme Headlines New Action Comedy Shooting In France https://t.co/LzqkPV0rkd,—,0,0
2052,66,1.290309036626174e+18,"Oh look, now France is “violating international law &amp; the basic norms of international relations, &amp; grossly interfering with China's internal affairs”. https://t.co/6SEbMqM2Et",Distort,0,0
2053,67,1.290311717667271e+18,"RT @Ubaidbinriyaz: @Hadithoftheday ""Iqra"" - Read.  The first word revealed from Allah upon the Prophet Muhammad ﷺ was Iqra' /Read. The actual and complete verse in Qur'an regarding this is :   اقْرَأْ بِاسْمِ رَبِّكَ الَّذِى خَلَقَ ""Recite in the name of your Lord who created -"" (Qur'an ; Al-Alaq 96: Verse 1)",Explain,0,0
2054,68,1.2903392153271542e+18,RT @andrisoto11: Ooohhhhh France!!!! Amazing job! Incredible proud! Let see If Spain and others follow you @MAECgob @HeikoMaas @manuelmunizv @AranchaGlezLaya @sanchezcastejon @SpainMFA @EU_Commission @parlamentoUE #LoveIsNotTourism https://t.co/JipI3XKn14,"Enhance, Back",0,0
2055,69,1.2902782197618688e+18,they gave me : bi  i am: pan they gave me: 1m65 i am: 1m70 they gave me: France i am: France they gave me: 16 i am: 20 they gave me: brown/white i like: orange they gave me: gemini  i am: gemini  drop an emoji and i'll tell u what i think based on ur profile ,—,0,0
2056,70,1.2903032597987164e+18,RT @lmlowk3y: The Prophet Muhammad SAW never raised his hand on his wife.,—,0,0
2057,71,1.2903236550716948e+18,"RT @DeadlineDayLive: BREAKING: Arsenal are now in pole position to sign Chelsea winger Willian after offering the Brazilian the best salary on the table and a contract that lasts for 3 seasons, with an option of a further year.  (Source: France Football) https://t.co/4f3JVozNVO",—,0,0
2058,0,1.1038520606284512e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY",Dismay,1,0
2059,1,1.1043935676933612e+18,RT @4everbuffy: I'm glad the audience is not lying like some of the critics are.  As a woman I hate to see false feminist movies like this and hypocrites like Brie Larson. #BoycottCaptainMarvel  #AlitaChallenge https://t.co/BBDMOd24Um,"Engage, Distract, Neutralize, Nuke",0,0
2060,2,1.1043303153702952e+18,#BoycottCaptainMarvel,Nuke,0,0
2061,3,1.1038340657514988e+18,I cant wait to see it !!!!!!!!!! My girl,Excite,0,1
2062,4,1.1038299267828776e+18,RT @SER1897: It’s dangerous and frankly wrong to say that kids like me connected to a white Spider-Man or Nick Carroway because they are ju…,Dismay,1,0
2063,5,1.103812138194342e+18,RT @CBMCringe: Is... is this wrong? https://t.co/Ne3x3tbb3l,—,0,0
2064,6,1.1038748744879308e+18,I was SO WRONG about Captain Marvel - An apology video https://t.co/J2eBmPrKTI via @YouTube,"Explain, Distort",0,0
2065,7,1.1049142188291236e+18,@iheartmindy https://t.co/KRa1cDrAaW,Build,0,0
2066,8,1.1038428144404111e+18,"RT @doomcock: This shit is OBSCENE. It is ANTIAMERICAN and ANTITHETICAL to the CONSTITUTION. I am NOT political, but it's not political to support FREE SPEECH! THIS is another reason to DESPISE THIS BULLSHIT MOVIE! The freedom to dislike a product MATTERS! https://t.co/lTj9rhnkoY",Dismay,1,0
2067,9,1.1048474798230488e+18,RT @AutoShermatic: That feeling when you drop a $155 million opening weekend on that #BoycottCaptainMarvel bullshit. Don't get dizzy with all that spin this week while you're trying to rescue your narrative. Y'all got shitted on.  #CaptainMarvel https://t.co/JWjemjm6eA,Dismay,1,0
2068,10,1.1038797027567492e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back",0,1
2069,11,1.10384286658406e+18,BUT I also agree with some opinions that it was released a little late with how close endgame is. would have worked better for timing if it had released like 3 months ago?,—,0,0
2070,12,1.10384151868151e+18,Reality Bites: 'Captain Marvel' and the Lie of the '90s(@sean_fennessey - @ringer)https://t.co/mcXQHIiIDM,Distort,0,0
2071,13,1.1037954787166944e+18,"RT @ZebitasMartinex: Obviamente si Stan Lee siguiera vivo, habría publicitado la película, nadie niega eso  Pero seguir usando su cuenta pa…",Enhance,0,0
2072,14,1.1038402265547407e+18,"RT @stellarcarol: the absolute fucking revolutionary thing about captain marvel is that there’s ZERO hetero romantic subplot in the movie. absolutely none. carol interacts with many men in the movie and there’s NO sexual tension bullshit or heated glances, just carol kicking ass. fucking raw","Explain, Excite, Back",0,1
2073,15,1.1040796018888828e+18,"Yes, I am a woman. No, I didn't like Captain Marvel. In life and as a critic, I will not tailor my opinions to fit a social narrative. Also, the movie sucked. Audiences don't lie. Happy #InternationalWomensDay to all you female critics too afraid to hate this turkey of a movie. https://t.co/pzyk5uwcws","Explain, Dismay",1,0
